,s.no.,name,"cmp
rs.",p/e,"marcap
rs.cr.","divyld
%","npqtr
rs.cr.","qtrprofitvar
%","salesqtr
rs.cr.","qtrsalesvar
%","roce
%",tmp1,tmp2,tmp3,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,tmp10,L_Prc,H_Prc,B_Prc,H_Prc_date,B_Prc_date,Prof_marg_days,Prof%,C_Prof%
1625,642,I G Petrochems,760.6,8.4,2342.28,0.99,65.04,180.71,471.08,94.37,28.95,,760.1,,,765.6,760.6,764.6,,,,760.1,765.6,760.1,2022-02-04,2022-02-04,0 days,0.724,0.066
1626,751,PG Electroplast,762,70.83,1617.32,0,4.64,46.73,199.31,30.42,9.17,,761.5,,,767,762,766,,,,761.5,767,761.5,2022-02-04,2022-02-04,0 days,0.722,0.066
1627,454,Raymond,763.2,51.47,5080.92,0,100.28,366.31,1843.39,48.25,-3.76,,762.7,,,768.2,763.2,767.2,,,,762.7,768.2,762.7,2022-02-04,2022-02-04,0 days,0.721,0.066
1628,973,ASM Technologies,765.8,56.5,765.8,0.78,4.73,333.94,47.62,25.95,19.35,,765.3,,,770.8,765.8,769.8,,,,765.3,770.8,765.3,2022-02-04,2022-02-04,0 days,0.719,0.065
1630,1149,Dhunseri Invest.,768.85,2.36,468.82,0.36,47.02,12.89,49.73,57.72,19.16,,768.35,,,773.85,768.85,772.85,,,,768.35,773.85,768.35,2022-02-04,2022-02-04,0 days,0.716,0.065
1629,405,Home First Finan,769.35,42.9,6739.06,0,45.94,188.75,151.69,37.57,9.01,,768.85,,,774.35,769.35,773.35,,,,768.85,774.35,768.85,2022-02-04,2022-02-04,0 days,0.715,0.065
1631,251,Alembic Pharma,769.85,17.25,15132.35,1.81,169.29,-49.22,1292.32,-11.31,26.01,,769.35,,,774.85,769.85,773.85,,,,769.35,774.85,769.35,2022-02-04,2022-02-04,0 days,0.715,0.065
1632,631,Pokarna,774.65,38.73,2401.72,0.08,33.75,162.85,191.99,134.68,10.36,,774.15,,,779.65,774.65,778.65,,,,774.15,779.65,774.15,2022-02-04,2022-02-04,0 days,0.71,0.065
1633,913,India Motor Part,778.05,16.61,971,1.29,14.82,29.21,162.78,23.22,4.4,,777.55,,,783.05,778.05,782.05,,,,777.55,783.05,777.55,2022-02-04,2022-02-04,0 days,0.707,0.064
1634,80,UPL,778.4,17.22,59473.3,1.26,936,31.37,11297,23.79,13.77,,777.9,,,783.4,778.4,782.4,,,,777.9,783.4,777.9,2022-02-04,2022-02-04,0 days,0.707,0.064
1635,531,Dhanuka Agritech,780.35,17.87,3634.68,0.26,42.52,6.19,356.86,20.7,37.39,,779.85,,,785.35,780.35,784.35,,,,779.85,785.35,779.85,2022-02-04,2022-02-04,0 days,0.705,0.064
1636,643,Sharda Motor,786.15,18.99,2337.35,0.34,41.75,102.18,587.13,32.15,24.97,,785.65,,,791.15,786.15,790.15,,,,785.65,791.15,785.65,2022-02-04,2022-02-04,0 days,0.7,0.064
1637,464,GRM Overseas,789,62.66,4734,0.34,24.57,201.47,288.02,39.65,19.05,,788.5,,,794,789,793,,,,788.5,794,788.5,2022-02-04,2022-02-04,0 days,0.698,0.063
1638,624,Steel Str. Wheel,791.6,12.28,2471.28,0.12,42.69,48.44,860.52,64.05,8.69,,791.1,,,796.6,791.6,795.6,,,,791.1,796.6,791.1,2022-02-04,2022-02-04,0 days,0.695,0.063
1639,191,Coromandel Inter,791.9,17.26,23242,1.52,519.31,-11.82,6147.53,33.32,31.95,,791.4,,,796.9,791.9,795.9,,,,791.4,796.9,791.4,2022-02-04,2022-02-04,0 days,0.695,0.063
1640,1301,Apollo Finvest,795,45.92,296.63,0,2.59,619.44,17.07,665.47,10.01,,794.5,,,800,795,799,,,,794.5,800,794.5,2022-02-04,2022-02-04,0 days,0.692,0.063
1641,916,Aditya Vision,795.05,22.34,956.3,0.63,7.28,170.63,182.09,33.23,38.35,,794.55,,,800.05,795.05,799.05,,,,794.55,800.05,794.55,2022-02-04,2022-02-04,0 days,0.692,0.063
1642,673,Acrysil,801,34.77,2138.22,0.24,17.26,42.64,128.02,46.34,22.49,,800.5,,,806,801,805,,,,800.5,806,800.5,2022-02-04,2022-02-04,0 days,0.687,0.062
1643,1266,Avantel,802,18.2,325.19,0.51,5.62,13.08,29.09,16.41,33.94,,801.5,,,807,802,806,,,,801.5,807,801.5,2022-02-04,2022-02-04,0 days,0.686,0.062
1644,1385,Revathi Equipmnt,802.75,35.78,246.43,0,5.14,697.67,53.11,193.26,5.32,,802.25,,,807.75,802.75,806.75,,,,802.25,807.75,802.25,2022-02-04,2022-02-04,0 days,0.686,0.062
1645,1045,Rane Brake Lin.,805,21.99,622.24,3.09,6.88,-46.63,134.46,1.4,20.24,,804.5,,,810,805,809,,,,804.5,810,804.5,2022-02-04,2022-02-04,0 days,0.684,0.062
1646,1989,Binayaka Tex Pr,806.95,9.68,57.29,0,1.14,191.94,52.87,30.77,7.28,,806.45,,,811.95,806.95,810.95,,,,806.45,811.95,806.45,2022-02-04,2022-02-04,0 days,0.682,0.062
1647,880,Mac Charles(I),810,11.62,1061.1,0,87.94,6712.03,7.76,3.19,4.11,,809.5,,,815,810,814,,,,809.5,815,809.5,2022-02-04,2022-02-04,0 days,0.679,0.062
1648,1215,Nikhil Adhesives,810.05,13.17,372.15,0.19,7.1,132.03,198.67,86.7,33.56,,809.55,,,815.05,810.05,814.05,,,,809.55,815.05,809.55,2022-02-04,2022-02-04,0 days,0.679,0.062
1649,21,Axis Bank,810.75,19.69,248742.43,0,3956.95,200.24,17653.35,12.55,4.84,,810.25,,,815.75,810.75,814.75,,,,810.25,815.75,810.25,2022-02-04,2022-02-04,0 days,0.679,0.062
1650,1159,Sh. Dinesh Mills,814,39.85,455.88,0.61,3.25,-17.51,22.53,16.43,10.02,,813.5,,,819,814,818,,,,813.5,819,813.5,2022-02-04,2022-02-04,0 days,0.676,0.061
1651,5,ICICI Bank,814.7,25.35,565780.46,0.25,6536.55,18.89,24314.25,9.46,5.73,,814.2,,,819.7,814.7,818.7,,,,814.2,819.7,814.2,2022-02-04,2022-02-04,0 days,0.676,0.061
1652,1006,Arman Financial,814.95,56.66,692.03,0,4.85,221.19,50.32,-0.89,10.11,,814.45,,,819.95,814.95,818.95,,,,814.45,819.95,814.45,2022-02-04,2022-02-04,0 days,0.675,0.061
1653,818,Alicon Cast.,816,36.93,1314.73,0,3.02,-42.8,267.8,30.9,5.57,,815.5,,,821,816,820,,,,815.5,821,815.5,2022-02-04,2022-02-04,0 days,0.674,0.061
1654,188,Rajesh Exports,817.5,24.86,24137.55,0.11,278.43,83.02,50897.02,10.52,8.62,,817,,,822.5,817.5,821.5,,,,817,822.5,817,2022-02-04,2022-02-04,0 days,0.673,0.061
1655,1451,Apollo Sindoori,817.55,17.3,212.59,0.15,3.88,43.7,50.02,18.87,11.98,,817.05,,,822.55,817.55,821.55,,,,817.05,822.55,817.05,2022-02-04,2022-02-04,0 days,0.673,0.061
1656,708,NELCO,824,107.33,1880.38,0.14,5.26,37.7,72.06,23.07,14.27,,823.5,,,829,824,828,,,,823.5,829,823.5,2022-02-04,2022-02-04,0 days,0.668,0.061
1657,719,Shriram Pistons,825,10.94,1817.07,0.71,37.53,-25.1,510.59,7.57,10.52,,824.5,,,830,825,829,,,,824.5,830,824.5,2022-02-04,2022-02-04,0 days,0.667,0.061
1658,1446,BEW Engg,829.85,74.62,214.15,0,,,,,21.73,,829.35,,,834.85,829.85,833.85,,,,829.35,834.85,829.35,2022-02-04,2022-02-04,0 days,0.663,0.06
1659,627,Amrutanjan Healt,832,38.5,2431.98,0.5,19.85,-15.71,110.38,19.83,43.6,,831.5,,,837,832,836,,,,831.5,837,831.5,2022-02-04,2022-02-04,0 days,0.661,0.06
1660,810,Cantabil Retail,834,36.62,1361.94,0.12,23.71,134.06,131.72,35.1,10.01,,833.5,,,839,834,838,,,,833.5,839,833.5,2022-02-04,2022-02-04,0 days,0.66,0.06
1661,894,Medicamen Biotec,836.8,65.82,1022.26,0.12,4.22,31.06,32.52,5.69,12.72,,836.3,,,841.8,836.8,840.8,,,,836.3,841.8,836.3,2022-02-04,2022-02-04,0 days,0.658,0.06
1662,961,Eldeco Housing,836,15.62,822.06,0.95,16.73,6.02,40.11,-0.02,30.62,,835.5,,,841,836,840,,,,835.5,841,835.5,2022-02-04,2022-02-04,0 days,0.658,0.06
1663,1220,Kanchi Karpooram,837.1,6.55,363.62,0.48,10.58,-45.6,69.11,27.18,66.26,,836.6,,,842.1,837.1,841.1,,,,836.6,842.1,836.6,2022-02-04,2022-02-04,0 days,0.657,0.06
1664,419,Caplin Point Lab,838.05,22.89,6349.83,0.36,74.98,31.8,303.53,13.21,32.46,,837.55,,,843.05,838.05,842.05,,,,837.55,843.05,837.55,2022-02-04,2022-02-04,0 days,0.657,0.06
1665,452,Apollo Tricoat,839.3,35.67,5102.91,0,27.73,-26.81,719.91,43,43.9,,838.8,,,844.3,839.3,843.3,,,,838.8,844.3,838.8,2022-02-04,2022-02-04,0 days,0.656,0.06
1666,694,Prataap Snacks,839.35,79.44,1968.52,0.06,14.69,74.05,370.58,13.43,2.56,,838.85,,,844.35,839.35,843.35,,,,838.85,844.35,838.85,2022-02-04,2022-02-04,0 days,0.656,0.06
1667,700,Matrimony.com,840.25,37.31,1923.45,0.4,16.57,61.5,109.97,17.91,19.1,,839.75,,,845.25,840.25,844.25,,,,839.75,845.25,839.75,2022-02-04,2022-02-04,0 days,0.655,0.06
1668,607,Tata Metaliks,841.65,10.22,2657.71,0.48,35.65,-52.58,689.8,31.08,25.18,,841.15,,,846.65,841.65,845.65,,,,841.15,846.65,841.15,2022-02-04,2022-02-04,0 days,0.654,0.059
1669,177,Ruchi Soya Inds.,842.6,28.36,24927.57,0,164.27,29.61,5995.03,50.94,12.07,,842.1,,,847.6,842.6,846.6,,,,842.1,847.6,842.1,2022-02-04,2022-02-04,0 days,0.653,0.059
1670,684,Technocraf.Inds.,843.7,10.28,2063.84,0,64.3,189.59,441.9,47.4,12.26,,843.2,,,848.7,843.7,847.7,,,,843.2,848.7,843.2,2022-02-04,2022-02-04,0 days,0.652,0.059
1671,337,Sonata Software,849.4,24.91,8932.21,1.63,97.67,81.58,1858.02,33.08,41.62,,848.9,,,854.4,849.4,853.4,,,,848.9,854.4,848.9,2022-02-04,2022-02-04,0 days,0.648,0.059
1672,693,Garware Hi Tech,849.7,12.82,1974.06,1.16,43.34,14.78,339.62,36.28,12.81,,849.2,,,854.7,849.7,853.7,,,,849.2,854.7,849.2,2022-02-04,2022-02-04,0 days,0.648,0.059
1673,226,Sundram Fasten.,851,34.02,17881.96,0.54,122.48,19.59,1242.26,39.68,16.98,,850.5,,,856,851,855,,,,850.5,856,850.5,2022-02-04,2022-02-04,0 days,0.647,0.059
1674,354,Mahanagar Gas,851.15,10.02,8407.47,2.69,204.29,41.53,830.14,63.82,26.58,,850.65,,,856.15,851.15,855.15,,,,850.65,856.15,850.65,2022-02-04,2022-02-04,0 days,0.647,0.059
1675,926,Universus Photo,858.35,14.08,939.6,0,40.05,119.21,13.66,10.34,3.34,,857.85,,,863.35,858.35,862.35,,,,857.85,863.35,857.85,2022-02-04,2022-02-04,0 days,0.641,0.058
1676,397,Olectra Greentec,861.4,245.05,7070.46,0,12.66,323.41,208.26,240.8,2.5,,860.9,,,866.4,861.4,865.4,,,,860.9,866.4,860.9,2022-02-04,2022-02-04,0 days,0.639,0.058
1677,733,ADF Foods,861.65,33.28,1725.29,0.35,13.33,-4.17,117.1,18.69,27.87,,861.15,,,866.65,861.65,865.65,,,,861.15,866.65,861.15,2022-02-04,2022-02-04,0 days,0.639,0.058
1678,69,I R C T C,865.5,162.87,69240,0.12,158.57,5168.11,404.94,357.25,16.52,,865,,,870.5,865.5,869.5,,,,865,870.5,865,2022-02-04,2022-02-04,0 days,0.636,0.058
1679,46,M & M,869.9,25.2,108145.31,1.01,1928.64,276.02,21469.8,11.67,8.54,,869.4,,,874.9,869.9,873.9,,,,869.4,874.9,869.4,2022-02-04,2022-02-04,0 days,0.633,0.058
1680,526,Somany Ceramics,870.2,32.36,3687.86,0.28,32.17,14.85,586.98,19.17,12.62,,869.7,,,875.2,870.2,874.2,,,,869.7,875.2,869.7,2022-02-04,2022-02-04,0 days,0.632,0.057
1681,239,Carborundum Uni.,871,45.58,16531.58,0.34,97.63,13,844.63,22.06,19.86,,870.5,,,876,871,875,,,,870.5,876,870.5,2022-02-04,2022-02-04,0 days,0.632,0.057
1682,321,Century Textiles,873.95,135.5,9761.63,0,14.15,-55.93,1064.75,38.32,0.75,,873.45,,,878.95,873.95,877.95,,,,873.45,878.95,873.45,2022-02-04,2022-02-04,0 days,0.63,0.057
1683,359,Sobha,876.1,84.17,8309.52,0.4,48.3,198.15,819.1,56.92,12.25,,875.6,,,881.1,876.1,880.1,,,,875.6,881.1,875.6,2022-02-04,2022-02-04,0 days,0.628,0.057
1684,207,The Ramco Cement,878.7,21.16,20762.98,0.34,82.57,-58.99,1549.07,15.68,14.71,,878.2,,,883.7,878.7,882.7,,,,878.2,883.7,878.2,2022-02-04,2022-02-04,0 days,0.626,0.057
1685,583,Black Box,879.9,31.86,2867.79,0,10.5,-71.54,1345.29,10.46,55.74,,879.4,,,884.9,879.9,883.9,,,,879.4,884.9,879.4,2022-02-04,2022-02-04,0 days,0.625,0.057
1686,299,UTI AMC,883.4,18.26,11211.77,1.95,126.53,-9.78,308.59,-9.75,20.38,,882.9,,,888.4,883.4,887.4,,,,882.9,888.4,882.9,2022-02-04,2022-02-04,0 days,0.623,0.057
1687,56,SBI Cards,884.65,68.93,83432.5,0,385.78,84.01,2889.46,19.98,10.01,,884.15,,,889.65,884.65,888.65,,,,884.15,889.65,884.15,2022-02-04,2022-02-04,0 days,0.622,0.057
1688,25,Sun Pharma.Inds.,886.65,32.98,212737.03,0.85,2058.8,11.14,9863.06,11.61,13.92,,886.15,,,891.65,886.65,890.65,,,,886.15,891.65,886.15,2022-02-04,2022-02-04,0 days,0.621,0.056
1689,349,Poly Medicure,890.35,57.24,8538.49,0.28,34.51,-2.27,230.28,13.15,21.76,,889.85,,,895.35,890.35,894.35,,,,889.85,895.35,889.85,2022-02-04,2022-02-04,0 days,0.618,0.056
1690,593,India Glycols,892.5,13.84,2763.17,0.67,37.28,40.41,780.13,39.2,11.5,,892,,,897.5,892.5,896.5,,,,892,897.5,892,2022-02-04,2022-02-04,0 days,0.617,0.056
1691,76,United Spirits,892.5,75.78,64852.52,0,299.6,4.39,2947.4,10.27,13.26,,892,,,897.5,892.5,896.5,,,,892,897.5,892,2022-02-04,2022-02-04,0 days,0.617,0.056
1692,1184,Dr Agarwal's Eye,898.5,22.27,422.31,0,8.15,83.97,56.48,32.15,10.66,,898,,,903.5,898.5,902.5,,,,898,903.5,898,2022-02-04,2022-02-04,0 days,0.612,0.056
1693,570,Stove Kraft,901.25,33.09,2952.3,0,22.93,-14.69,362.84,53.25,31.72,,900.75,,,906.25,901.25,905.25,,,,900.75,906.25,900.75,2022-02-04,2022-02-04,0 days,0.611,0.056
1694,147,Max Financial,901.15,157.04,31099.97,0,74.86,-57.42,6953.99,-22.64,21.59,,900.65,,,906.15,901.15,905.15,,,,900.65,906.15,900.65,2022-02-04,2022-02-04,0 days,0.611,0.056
1695,787,Asian Star Co.,905,13.18,1448.91,0.16,21.64,96.19,1151.41,43.11,2.77,,904.5,,,910,905,909,,,,904.5,910,904.5,2022-02-04,2022-02-04,0 days,0.608,0.055
1696,194,APL Apollo Tubes,908,44.19,22709.52,0,115.63,-12.43,3230.38,24.2,27.78,,907.5,,,913,908,912,,,,907.5,913,907.5,2022-02-04,2022-02-04,0 days,0.606,0.055
1697,238,Natco Pharma,914.05,65.21,16683.23,0.57,65.1,-67.84,377.2,-52.98,13.23,,913.55,,,919.05,914.05,918.05,,,,913.55,919.05,913.55,2022-02-04,2022-02-04,0 days,0.602,0.055
1698,1335,Amrit Corp,914.95,12.95,277.99,0.82,5.93,74.41,14.93,127.25,7.47,,914.45,,,919.95,914.95,918.95,,,,914.45,919.95,914.45,2022-02-04,2022-02-04,0 days,0.601,0.055
1699,852,Excel Industries,918.15,13.62,1154.18,1.23,17.14,3.19,230.92,25.67,12.98,,917.65,,,923.15,918.15,922.15,,,,917.65,923.15,917.65,2022-02-04,2022-02-04,0 days,0.599,0.054
1700,375,Just Dial,920,93.42,7691.35,0,19.39,-61.17,158.89,-6.28,12.44,,919.5,,,925,920,924,,,,919.5,925,919.5,2022-02-04,2022-02-04,0 days,0.598,0.054
1701,553,Sarda Energy,921.65,4.89,3322.47,0.82,255.59,194.93,1025.13,86.95,15.29,,921.15,,,926.65,921.65,925.65,,,,921.15,926.65,921.15,2022-02-04,2022-02-04,0 days,0.597,0.054
1702,122,Varun Beverages,921.7,60.65,39912.76,0.27,240.14,56.92,2398.16,33.04,10.73,,921.2,,,926.7,921.7,925.7,,,,921.2,926.7,921.2,2022-02-04,2022-02-04,0 days,0.597,0.054
1703,51,Godrej Consumer,923.45,52.23,94430.3,0,478.89,4.75,3163.65,8.53,19.74,,922.95,,,928.45,923.45,927.45,,,,922.95,928.45,922.95,2022-02-04,2022-02-04,0 days,0.596,0.054
1704,1203,Sika Interplant,925,22.94,392.22,0.37,7,141.38,35.96,119.94,27.15,,924.5,,,930,925,929,,,,924.5,930,924.5,2022-02-04,2022-02-04,0 days,0.595,0.054
1705,268,Motil.Oswal.Fin.,925.4,9.45,13619.69,1.09,238.28,-28.63,1024.96,8.16,22.14,,924.9,,,930.4,925.4,929.4,,,,924.9,930.4,924.9,2022-02-04,2022-02-04,0 days,0.595,0.054
1706,1074,Mallcom (India),928,19.29,579.08,0.32,8.52,38.09,103.61,24.35,20.83,,927.5,,,933,928,932,,,,927.5,933,927.5,2022-02-04,2022-02-04,0 days,0.593,0.054
1707,138,Oberoi Realty,928,30.67,33742.32,0,467.53,63.1,832.01,0.43,9.47,,927.5,,,933,928,932,,,,927.5,933,927.5,2022-02-04,2022-02-04,0 days,0.593,0.054
1708,800,Rel. Indl. Infra,929.6,173.12,1403.63,0.32,1.99,2.05,16.39,29.36,2.27,,929.1,,,934.6,929.6,933.6,,,,929.1,934.6,929.1,2022-02-04,2022-02-04,0 days,0.592,0.054
1709,171,Cummins India,931.1,33.34,25810.12,1.63,219.91,51.09,1727.38,48.89,18.01,,930.6,,,936.1,931.1,935.1,,,,930.6,936.1,930.6,2022-02-04,2022-02-04,0 days,0.591,0.054
1710,278,TTK Prestige,936.25,43.09,12977.74,0.53,90.7,8.18,765.33,5.47,20.85,,935.75,,,941.25,936.25,940.25,,,,935.75,941.25,935.75,2022-02-04,2022-02-04,0 days,0.588,0.053
1711,929,The Anup Enginee,942.2,16.24,930.99,0.74,6.06,-33.48,47.21,60.14,19,,941.7,,,947.2,942.2,946.2,,,,941.7,947.2,941.7,2022-02-04,2022-02-04,0 days,0.584,0.053
1712,924,Oriental Carbon,943.45,15.61,942.53,1.48,10.57,-62.85,95.39,-11.86,15.43,,942.95,,,948.45,943.45,947.45,,,,942.95,948.45,942.95,2022-02-04,2022-02-04,0 days,0.583,0.053
1713,804,Power Mech Proj.,944.05,10.93,1388.78,0,32.88,950.48,645.91,27.03,1.33,,943.55,,,949.05,944.05,948.05,,,,943.55,949.05,943.55,2022-02-04,2022-02-04,0 days,0.583,0.053
1714,566,Ramkrishna Forg.,946.05,19.5,3030.48,0.16,45.12,170.5,606.05,50.69,6.09,,945.55,,,951.05,946.05,950.05,,,,945.55,951.05,945.55,2022-02-04,2022-02-04,0 days,0.582,0.053
1715,1012,Vadilal Inds.,947,16.69,680.89,0,12.7,1767.65,188.33,52.61,7.19,,946.5,,,952,947,951,,,,946.5,952,946.5,2022-02-04,2022-02-04,0 days,0.581,0.053
1716,60,Cipla,954.55,29.94,77014.09,0.53,728.6,-2.61,5478.86,6,17.58,,954.05,,,959.55,954.55,958.55,,,,954.05,959.55,954.05,2022-02-04,2022-02-04,0 days,0.576,0.052
1717,803,Shivalik Rasayan,960,56.12,1390.96,0.05,6.12,82.14,56.69,8.19,15.71,,959.5,,,965,960,964,,,,959.5,965,959.5,2022-02-04,2022-02-04,0 days,0.573,0.052
1718,543,Solara Active,964.25,17.17,3466.08,0.72,29.71,-47.57,401.61,1.02,15.5,,963.75,,,969.25,964.25,968.25,,,,963.75,969.25,963.75,2022-02-04,2022-02-04,0 days,0.571,0.052
1719,668,Safari Inds.,966.1,104.54,2163.05,0,10.71,219.53,188.58,199.62,-7.59,,965.6,,,971.1,966.1,970.1,,,,965.6,971.1,965.6,2022-02-04,2022-02-04,0 days,0.57,0.052
1720,63,IndusInd Bank,965.85,18.12,74815.41,0.51,1161.27,36.18,7737.49,6.85,5.95,,965.35,,,970.85,965.85,969.85,,,,965.35,970.85,965.35,2022-02-04,2022-02-04,0 days,0.57,0.052
1721,659,Goodyear India,967.9,17.35,2232.96,10.14,19.45,-60.28,605.07,17.64,20.91,,967.4,,,972.9,967.9,971.9,,,,967.4,972.9,967.4,2022-02-04,2022-02-04,0 days,0.569,0.052
1722,451,Thyrocare Tech.,969.55,28.71,5129.25,2.59,60.56,32.31,168.74,13.6,36.58,,969.05,,,974.55,969.55,973.55,,,,969.05,974.55,969.05,2022-02-04,2022-02-04,0 days,0.568,0.052
1723,178,Tata Chemicals,973.2,35.98,24793.27,1.03,221.16,223.84,3022.63,15.84,4.52,,972.7,,,978.2,973.2,977.2,,,,972.7,978.2,972.7,2022-02-04,2022-02-04,0 days,0.565,0.051
1724,981,Aarti Surfactant,974.2,83.87,738.88,0.31,-2.23,-113.99,135.15,-60.2,13.23,,973.7,,,979.2,974.2,978.2,,,,973.7,979.2,973.7,2022-02-04,2022-02-04,0 days,0.565,0.051
1725,303,Cyient,979.15,22.95,10798.21,1.69,131.8,38.16,1183.4,13.32,15.29,,978.65,,,984.15,979.15,983.15,,,,978.65,984.15,978.65,2022-02-04,2022-02-04,0 days,0.562,0.051
1726,502,Meghmani Fineche,978.8,21.77,4066.98,0,69.73,183.8,422.17,90.59,16.29,,978.3,,,983.8,978.8,982.8,,,,978.3,983.8,978.3,2022-02-04,2022-02-04,0 days,0.562,0.051
1727,228,Phoenix Mills,980.35,106.6,17499.28,0.1,59.48,265.64,371.31,72.77,4.22,,979.85,,,985.35,980.35,984.35,,,,979.85,985.35,979.85,2022-02-04,2022-02-04,0 days,0.561,0.051
1728,672,Goldiam Intl.,982.3,20.78,2140.9,0.82,19.41,74.86,166.26,90.56,18.06,,981.8,,,987.3,982.3,986.3,,,,981.8,987.3,981.8,2022-02-04,2022-02-04,0 days,0.56,0.051
1729,887,Saksoft,988.05,18.84,1041.3,0.5,13.09,21.99,114.72,18.04,23.76,,987.55,,,993.05,988.05,992.05,,,,987.55,993.05,987.55,2022-02-04,2022-02-04,0 days,0.557,0.051
1730,402,Symphony,990,58.19,6925.74,0.5,21,-22.22,205,-5.09,16.44,,989.5,,,995,990,994,,,,989.5,995,989.5,2022-02-04,2022-02-04,0 days,0.556,0.051
1731,914,WPIL,993.5,9.59,970.38,1.01,23.82,110.61,287.06,57.31,18.39,,993,,,998.5,993.5,997.5,,,,993,998.5,993,2022-02-04,2022-02-04,0 days,0.554,0.05
1732,577,Maithan Alloys,997.05,6.98,2902.61,0.6,163.94,198.4,666.36,62.87,20.04,,996.55,,,1002.05,997.05,1001.05,,,,996.55,1002.05,996.55,2022-02-04,2022-02-04,0 days,0.552,0.05
1733,933,Themis Medicare,999.65,13.08,919.63,0.43,19.28,137.15,107.39,95.65,18.16,,999.15,,,1004.65,999.65,1003.65,,,,999.15,1004.65,999.15,2022-02-04,2022-02-04,0 days,0.55,0.05
1734,704,Renaiss. Global,1000,20.66,1898.46,0.45,27.93,42.72,477.1,-8.75,6.22,,999.5,,,1005,1000,1004,,,,999.5,1005,999.5,2022-02-04,2022-02-04,0 days,0.55,0.05
1735,1166,Fredun Pharma,1006,93.5,445.91,0.07,1.87,39.55,54.23,19,11,,1005.5,,,1011,1006,1010,,,,1005.5,1011,1005.5,2022-02-04,2022-02-04,0 days,0.547,0.05
1736,129,Aarti Industries,1006.5,56.76,36486,0.22,176.11,25.58,1551.58,32.32,13.14,,1006,,,1011.5,1006.5,1010.5,,,,1006,1011.5,1006,2022-02-04,2022-02-04,0 days,0.547,0.05
1737,845,XPRO India,1006.5,37.59,1189.04,0,10.84,127.73,126.55,29.58,12.96,,1006,,,1011.5,1006.5,1010.5,,,,1006,1011.5,1006,2022-02-04,2022-02-04,0 days,0.547,0.05
1738,527,Ami Organics,1009.85,67.84,3679.6,0,17.47,14.78,122.31,33.99,32.72,,1009.35,,,1014.85,1009.85,1013.85,,,,1009.35,1014.85,1009.35,2022-02-04,2022-02-04,0 days,0.545,0.05
1739,324,Blue Star,1010.4,61.01,9731.56,0.41,47.5,29.43,1506.22,34.02,12.74,,1009.9,,,1015.4,1010.4,1014.4,,,,1009.9,1015.4,1009.9,2022-02-04,2022-02-04,0 days,0.545,0.05
1740,1108,Bajaj Steel Inds,1012,7.59,526.22,0.29,15.05,29.3,147.79,8.01,44.99,,1011.5,,,1017,1012,1016,,,,1011.5,1017,1011.5,2022-02-04,2022-02-04,0 days,0.544,0.049
1741,735,Stylam Industrie,1014.4,25.27,1719.2,0.24,15.63,24.74,168.71,36,23.98,,1013.9,,,1019.4,1014.4,1018.4,,,,1013.9,1019.4,1013.9,2022-02-04,2022-02-04,0 days,0.542,0.049
1742,942,Sh. Jagdamba Pol,1017.1,15.94,890.79,0.04,14.48,69.56,84.8,21.04,37.55,,1016.6,,,1022.1,1017.1,1021.1,,,,1016.6,1022.1,1016.6,2022-02-04,2022-02-04,0 days,0.541,0.049
1743,773,Sasken Technol.,1017.55,11.73,1531.52,1.52,30.08,-11.27,106.27,-6.69,28.34,,1017.05,,,1022.55,1017.55,1021.55,,,,1017.05,1022.55,1017.05,2022-02-04,2022-02-04,0 days,0.541,0.049
1744,310,Anupam Rasayan,1039.55,93.45,10417.31,0.05,35.83,37.65,248.92,13.29,9.98,,1039.05,,,1044.55,1039.55,1043.55,,,,1039.05,1044.55,1039.05,2022-02-04,2022-02-04,0 days,0.529,0.048
1745,1271,Super Sales Ind.,1040,9.55,319.27,0.23,15.45,611.98,110.49,68.64,7.15,,1039.5,,,1045,1040,1044,,,,1039.5,1045,1039.5,2022-02-04,2022-02-04,0 days,0.529,0.048
1746,950,Bhagiradha Chem.,1049.65,26.86,872.22,0.09,8.96,42.68,100.11,44.56,20.1,,1049.15,,,1054.65,1049.65,1053.65,,,,1049.15,1054.65,1049.15,2022-02-04,2022-02-04,0 days,0.524,0.048
1747,164,Ipca Labs.,1049.45,27.08,26625.01,0.38,250.23,-6.31,1544.43,13.47,30.52,,1048.95,,,1054.45,1049.45,1053.45,,,,1048.95,1054.45,1048.95,2022-02-04,2022-02-04,0 days,0.524,0.048
1748,602,SEAMEC Ltd,1061.45,41.71,2698.72,0.1,25.71,65.87,81.82,40.39,6.59,,1060.95,,,1066.45,1061.45,1065.45,,,,1060.95,1066.45,1060.95,2022-02-04,2022-02-04,0 days,0.518,0.047
1749,784,Pix Transmission,1066,19.01,1452.96,0.47,19.76,1.28,122.32,20.41,27.58,,1065.5,,,1071,1066,1070,,,,1065.5,1071,1065.5,2022-02-04,2022-02-04,0 days,0.516,0.047
1750,932,Rajapalayam Mill,1069,5,919.93,0.05,19.06,-36.82,168.03,37.46,-0.05,,1068.5,,,1074,1069,1073,,,,1068.5,1074,1068.5,2022-02-04,2022-02-04,0 days,0.515,0.047
1751,753,Accelya Solution,1077,26.66,1607.97,4.82,16.98,55.64,87.22,22.74,21.75,,1076.5,,,1082,1077,1081,,,,1076.5,1082,1076.5,2022-02-04,2022-02-04,0 days,0.511,0.046
